"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"14/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.82","0.85","52,906.00","45,070.10"
"14/04/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","40.00","148.00"
"14/04/2025","GCB","7.10","6.37","7.10","7.10","7.10","7.10","0.00","7.10","0.00","23.00","163.30"
"14/04/2025","GGBL","5.80","5.50","5.80","5.80","5.80","5.80","0.00","5.80","0.00","9.00","52.20"
"14/04/2025","GOIL","1.75","1.52","1.75","1.75","1.75","1.75","0.00","1.75","0.00","65.00","113.75"
"14/04/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.00","0.00"
"14/04/2025","MTNGH","3.20","2.50","3.07","3.07","3.00","3.00","-0.07","3.00","3.07","193,475.00","580,600.63"
"14/04/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"14/04/2025","RBGH","0.66","0.60","0.66","0.66","0.66","0.66","0.00","0.66","0.00","30.00","19.80"
"14/04/2025","SCB","26.06","23.00","26.06","26.06","26.06","26.06","0.00","26.06","0.00","1.00","26.06"
"14/04/2025","SIC","0.60","0.27","0.60","0.60","0.60","0.60","0.00","0.60","0.00","40.00","26.40"
"14/04/2025","SOGEGH","1.60","1.50","1.60","1.60","1.60","1.60","0.00","1.60","0.00","2.00","3.20"
"14/04/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"14/04/2025","TOTAL","24.08","13.12","24.08","24.08","24.08","24.08","0.00","24.50","0.00","0.00","0.00"
"14/04/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","0.00","0.00"
"14/04/2025","UNIL","19.54","19.50","19.54","19.54","19.54","19.54","0.00","19.54","0.00","0.00","0.00"
"14/04/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"14/04/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.29","0.00","0.00","0.00"
"14/04/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"14/04/2025","GLD","483.59","390.50","483.59","483.59","479.50","480.57","-3.02","483.59","0.00","497.00","238,844.51"
"14/04/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"14/04/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"14/04/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"14/04/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.05","19,512.00","975.60"
"14/04/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"11/04/2025","ACCESS","9.12","5.20","9.12","9.12","9.12","9.12","0.00","9.20","0.00","0.00","0.00"
"11/04/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"11/04/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"11/04/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"11/04/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"11/04/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","374.00","2,288.88"
"11/04/2025","BOPP","27.05","25.26","27.05","27.05","27.05","27.05","0.00","29.75","0.00","0.00","0.00"
"11/04/2025","CAL","0.80","0.35","0.70","0.70","0.70","0.70","0.00","0.00","0.69","12,672.00","8,861.10"
"11/04/2025","CLYD","0.08","0.03","0.08","0.08","0.08","0.08","0.00","0.09","0.00","0.00","0.00"
"11/04/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"11/04/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"11/04/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","50.00","19.00"
"11/04/2025","EGH","6.71","6.25","6.71","6.71","6.71","6.71","0.00","7.38","0.00","0.00","0.00"
"11/04/2025","EGL","2.55","1.98","2.55","2.55","2.55","2.55","0.00","2.58","0.00","0.00","0.00"
"11/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.85","0.88","112,219.00","95,386.15"
"11/04/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","0.00","0.00"
"11/04/2025","GCB","7.10","6.37","7.10","7.10","7.10","7.10","0.00","7.10","0.00","50.00","355.00"
"11/04/2025","GGBL","5.80","5.50","5.80","5.80","5.80","5.80","0.00","0.00","5.80","426,171.00","2,471,791.80"
"11/04/2025","GOIL","1.75","1.52","1.75","1.75","1.75","1.75","0.00","1.75","0.00","1,824.00","3,192.00"
"11/04/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","111.00","597.18"
"11/04/2025","MTNGH","3.20","2.50","3.07","3.07","3.07","3.07","0.00","2.80","3.07","241,956.00","742,782.32"
"11/04/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"11/04/2025","RBGH","0.66","0.60","0.66","0.66","0.66","0.66","0.00","0.66","0.00","0.00","0.00"
"11/04/2025","SCB","26.06","23.00","26.01","26.01","26.06","26.06","0.05","26.06","0.00","319,633.00","8,329,635.98"
"11/04/2025","SIC","0.60","0.27","0.55","0.55","0.60","0.60","0.05","0.60","0.00","3,500.00","2,100.00"
"11/04/2025","SOGEGH","1.60","1.50","1.60","1.60","1.60","1.60","0.00","1.60","0.00","17,805.00","28,488.00"
"11/04/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"11/04/2025","TOTAL","24.08","13.12","24.08","24.08","24.08","24.08","0.00","24.50","0.00","50.00","1,225.00"
"11/04/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","0.00","0.00"
"11/04/2025","UNIL","19.54","19.50","19.54","19.54","19.54","19.54","0.00","19.54","0.00","1.00","19.54"
"11/04/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"11/04/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.31","0.00","0.00","0.00"
"11/04/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"11/04/2025","GLD","483.59","390.50","469.10","469.10","483.20","483.59","14.49","483.59","0.00","261.00","126,217.88"
"11/04/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"11/04/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"11/04/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"11/04/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"11/04/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"10/04/2025","ACCESS","9.12","5.20","9.12","9.12","9.12","9.12","0.00","9.20","0.00","0.00","0.00"
"10/04/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","2.00","10.12"
"10/04/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"10/04/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"10/04/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"10/04/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","266.00","1,627.92"
"10/04/2025","BOPP","27.05","25.26","27.05","27.05","27.05","27.05","0.00","29.75","0.00","0.00","0.00"
"10/04/2025","CAL","0.80","0.35","0.70","0.70","0.70","0.70","0.00","0.00","0.70","16,857.00","11,799.90"
"10/04/2025","CLYD","0.08","0.03","0.08","0.08","0.08","0.08","0.00","0.09","0.00","0.00","0.00"
"10/04/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"10/04/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"10/04/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","2.00","0.76"
"10/04/2025","EGH","6.71","6.25","6.71","6.71","6.71","6.71","0.00","7.38","0.00","2.00","14.76"
"10/04/2025","EGL","2.55","1.98","2.55","2.55","2.55","2.55","0.00","2.58","0.00","10.00","25.70"
"10/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.00","0.85","36,988.00","31,439.80"
"10/04/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","6.00","22.20"
"10/04/2025","GCB","7.10","6.37","7.10","7.10","7.10","7.10","0.00","7.10","0.00","268,983.00","1,909,779.30"
"10/04/2025","GGBL","5.80","5.50","5.80","5.80","5.80","5.80","0.00","0.00","5.80","289.00","1,676.20"
"10/04/2025","GOIL","1.75","1.52","1.75","1.75","1.75","1.75","0.00","1.75","0.00","7.00","12.25"
"10/04/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"10/04/2025","MTNGH","3.20","2.50","3.07","3.07","3.07","3.07","0.00","2.80","3.07","346,659.00","1,064,139.10"
"10/04/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"10/04/2025","RBGH","0.66","0.60","0.66","0.66","0.66","0.66","0.00","0.66","0.00","0.00","0.00"
"10/04/2025","SCB","26.01","23.00","26.01","26.01","26.01","26.01","0.00","26.05","0.00","0.00","0.00"
"10/04/2025","SIC","0.55","0.27","0.55","0.55","0.55","0.55","0.00","0.60","0.00","0.00","0.00"
"10/04/2025","SOGEGH","1.60","1.50","1.60","1.60","1.60","1.60","0.00","1.60","0.00","0.00","0.00"
"10/04/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"10/04/2025","TOTAL","24.08","13.12","24.08","24.08","24.08","24.08","0.00","24.50","0.00","0.00","0.00"
"10/04/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","0.00","1.00","11.92"
"10/04/2025","UNIL","19.54","19.50","19.54","19.54","19.54","19.54","0.00","19.54","0.00","0.00","0.00"
"10/04/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"10/04/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.31","0.00","0.00","0.00"
"10/04/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"10/04/2025","GLD","469.10","390.50","458.79","458.79","458.80","469.10","10.31","458.79","0.00","124.00","58,168.00"
"10/04/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"10/04/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"10/04/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"10/04/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"10/04/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"09/04/2025","ACCESS","9.12","5.20","9.12","9.12","9.12","9.12","0.00","9.20","0.00","5.00","46.00"
"09/04/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"09/04/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"09/04/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"09/04/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"09/04/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","272.00","1,664.64"
"09/04/2025","BOPP","27.05","25.26","27.05","27.05","27.05","27.05","0.00","29.75","0.00","5.00","148.75"
"09/04/2025","CAL","0.80","0.35","0.72","0.72","0.70","0.70","-0.02","0.00","0.70","29,675.00","20,772.50"
"09/04/2025","CLYD","0.08","0.03","0.08","0.08","0.08","0.08","0.00","0.09","0.00","0.00","0.00"
"09/04/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"09/04/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"09/04/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","0.00","0.00"
"09/04/2025","EGH","6.71","6.25","6.71","6.71","6.71","6.71","0.00","6.82","0.00","2.00","13.64"
"09/04/2025","EGL","2.55","1.98","2.55","2.55","2.55","2.55","0.00","2.58","0.00","200.00","516.00"
"09/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.00","0.85","10,696.00","9,091.60"
"09/04/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","2.00","7.40"
"09/04/2025","GCB","7.10","6.37","7.10","7.10","7.10","7.10","0.00","7.10","0.00","10.00","71.00"
"09/04/2025","GGBL","5.80","5.50","5.80","5.80","5.80","5.80","0.00","0.00","5.80","83.00","481.40"
"09/04/2025","GOIL","1.75","1.52","1.75","1.75","1.75","1.75","0.00","1.75","0.00","2.00","3.50"
"09/04/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"09/04/2025","MTNGH","3.20","2.50","3.07","3.07","3.07","3.07","0.00","2.80","3.07","67,742.00","207,955.74"
"09/04/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"09/04/2025","RBGH","0.66","0.60","0.66","0.66","0.66","0.66","0.00","0.66","0.00","0.00","0.00"
"09/04/2025","SCB","26.01","23.00","26.01","26.01","26.01","26.01","0.00","26.05","0.00","0.00","0.00"
"09/04/2025","SIC","0.55","0.27","0.55","0.55","0.55","0.55","0.00","0.60","0.00","430.00","258.00"
"09/04/2025","SOGEGH","1.60","1.50","1.60","1.60","1.60","1.60","0.00","1.60","0.00","0.00","0.00"
"09/04/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"09/04/2025","TOTAL","24.08","13.12","24.08","24.08","24.08","24.08","0.00","24.50","0.00","1.00","24.50"
"09/04/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","0.00","0.00","0.00"
"09/04/2025","UNIL","19.54","19.50","19.54","19.54","19.54","19.54","0.00","19.54","0.00","23.00","449.42"
"09/04/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"09/04/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.31","0.00","0.00","0.00"
"09/04/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"09/04/2025","GLD","464.00","390.50","451.65","451.65","460.00","458.79","7.14","457.20","0.00","5,646.00","2,590,344.80"
"09/04/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"09/04/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"09/04/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"09/04/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"09/04/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"08/04/2025","ACCESS","9.12","5.20","9.12","9.12","9.12","9.12","0.00","9.20","0.00","0.00","0.00"
"08/04/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","100.00","506.00"
"08/04/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"08/04/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"08/04/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"08/04/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","1,233.00","7,545.96"
"08/04/2025","BOPP","27.05","25.26","27.05","27.05","27.05","27.05","0.00","29.75","0.00","2.00","59.50"
"08/04/2025","CAL","0.80","0.35","0.72","0.72","0.72","0.72","0.00","0.00","0.71","18,424.00","13,259.61"
"08/04/2025","CLYD","0.08","0.03","0.08","0.08","0.08","0.08","0.00","0.09","0.00","0.00","0.00"
"08/04/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"08/04/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"08/04/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","774.00","294.12"
"08/04/2025","EGH","6.71","6.25","6.71","6.71","6.71","6.71","0.00","6.82","0.00","12.00","81.72"
"08/04/2025","EGL","2.55","1.98","2.55","2.55","2.55","2.55","0.00","2.57","0.00","0.00","0.00"
"08/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.82","0.85","151,215.00","128,532.75"
"08/04/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","0.00","0.00"
"08/04/2025","GCB","7.10","6.37","7.10","7.10","7.10","7.10","0.00","7.10","0.00","50.00","355.00"
"08/04/2025","GGBL","5.80","5.50","5.80","5.80","5.80","5.80","0.00","0.00","5.80","253.00","1,467.40"
"08/04/2025","GOIL","1.75","1.52","1.71","1.71","1.75","1.75","0.04","1.71","1.75","15,171.00","26,529.65"
"08/04/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"08/04/2025","MTNGH","3.20","2.50","3.07","3.07","3.07","3.07","0.00","3.08","3.10","175,754.00","539,584.85"
"08/04/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"08/04/2025","RBGH","0.66","0.60","0.66","0.66","0.66","0.66","0.00","0.66","0.00","150.00","99.00"
"08/04/2025","SCB","26.01","23.00","26.01","26.01","26.01","26.01","0.00","26.01","0.00","0.00","0.00"
"08/04/2025","SIC","0.55","0.27","0.55","0.55","0.55","0.55","0.00","0.60","0.00","250.00","137.50"
"08/04/2025","SOGEGH","1.60","1.50","1.60","1.60","1.60","1.60","0.00","1.62","0.00","0.00","0.00"
"08/04/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"08/04/2025","TOTAL","24.08","13.12","24.08","24.08","24.08","24.08","0.00","24.50","0.00","0.00","0.00"
"08/04/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.00","0.00"
"08/04/2025","UNIL","19.54","19.50","19.54","19.54","19.54","19.54","0.00","19.54","20.00","35.00","683.90"
"08/04/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"08/04/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.31","0.00","0.00","0.00"
"08/04/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"08/04/2025","GLD","464.00","390.50","451.65","451.65","451.65","451.65","0.00","451.65","0.00","0.00","0.00"
"08/04/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"08/04/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"08/04/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"08/04/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.05","0.00","0.00"
"08/04/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"07/04/2025","ACCESS","9.12","5.20","9.12","9.12","9.12","9.12","0.00","9.20","0.00","53.00","487.60"
"07/04/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"07/04/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"07/04/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"07/04/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"07/04/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","1,953.00","11,952.36"
"07/04/2025","BOPP","27.05","25.26","27.05","27.05","27.05","27.05","0.00","29.75","0.00","0.00","0.00"
"07/04/2025","CAL","0.80","0.35","0.72","0.72","0.72","0.72","0.00","0.00","0.72","43,628.00","31,412.16"
"07/04/2025","CLYD","0.08","0.03","0.08","0.08","0.08","0.08","0.00","0.08","0.00","0.00","0.00"
"07/04/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"07/04/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"07/04/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","400.00","152.00"
"07/04/2025","EGH","6.71","6.25","6.71","6.71","6.71","6.71","0.00","6.82","0.00","0.00","0.00"
"07/04/2025","EGL","2.55","1.98","2.55","2.55","2.55","2.55","0.00","2.57","0.00","0.00","0.00"
"07/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.85","0.00","65,833.00","55,958.05"
"07/04/2025","FML","3.70","3.70","3.70","3.70","3.70","3.70","0.00","3.70","0.00","430,000.00","1,591,000.00"
"07/04/2025","GCB","7.10","6.37","7.10","7.10","7.10","7.10","0.00","7.05","0.00","5.00","35.50"
"07/04/2025","GGBL","5.80","5.50","5.80","5.80","5.80","5.80","0.00","0.00","5.80","253.00","1,467.40"
"07/04/2025","GOIL","1.71","1.52","1.64","1.64","1.71","1.71","0.07","1.64","0.00","57,801.00","98,901.05"
"07/04/2025","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","2.00","10.76"
"07/04/2025","MTNGH","3.20","2.50","3.07","3.07","3.07","3.07","0.00","3.07","3.10","203,018.00","623,295.26"
"07/04/2025","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"07/04/2025","RBGH","0.66","0.60","0.66","0.66","0.66","0.66","0.00","0.66","0.00","0.00","0.00"
"07/04/2025","SCB","26.01","23.00","26.01","26.01","26.01","26.01","0.00","26.01","0.00","0.00","0.00"
"07/04/2025","SIC","0.55","0.27","0.50","0.50","0.55","0.55","0.05","0.55","0.00","45,500.00","25,025.00"
"07/04/2025","SOGEGH","1.60","1.50","1.60","1.60","1.60","1.60","0.00","1.62","0.00","0.00","0.00"
"07/04/2025","TBL","0.83","0.83","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"07/04/2025","TOTAL","24.08","13.12","24.08","24.08","24.08","24.08","0.00","25.50","0.00","0.00","0.00"
"07/04/2025","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","357.00","4,255.44"
"07/04/2025","UNIL","19.54","19.50","19.54","19.54","19.54","19.54","0.00","19.54","0.00","10.00","195.40"
"07/04/2025","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.00","0.00","0.00","0.00"
"07/04/2025","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.31","0.00","0.00","0.00"
"07/04/2025","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","0.00","0.00","0.00"
"07/04/2025","GLD","464.00","390.50","457.68","457.68","451.65","451.65","-6.03","457.68","0.00","4,419.00","1,995,852.99"
"07/04/2025","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"07/04/2025","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"07/04/2025","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"07/04/2025","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"07/04/2025","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"04/04/2025","ACCESS","9.12","5.20","9.12","9.12","9.12","9.12","0.00","9.20","0.00","0.00","0.00"
"04/04/2025","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","12.00","60.72"
"04/04/2025","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"04/04/2025","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"04/04/2025","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"04/04/2025","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","0.00","6.12","699.00","4,277.88"
"04/04/2025","BOPP","27.05","25.26","27.05","27.05","27.05","27.05","0.00","29.75","0.00","2.00","59.50"
"04/04/2025","CAL","0.80","0.35","0.73","0.73","0.72","0.72","-0.01","0.00","0.72","38,148.00","27,466.56"
"04/04/2025","CLYD","0.08","0.03","0.07","0.07","0.08","0.08","0.01","0.08","0.00","5,000.00","400.00"
"04/04/2025","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","0.00","0.00","0.00"
"04/04/2025","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"04/04/2025","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","0.00","500.00","190.00"
"04/04/2025","EGH","6.71","6.25","6.71","6.71","6.71","6.71","0.00","6.80","0.00","0.00","0.00"
"04/04/2025","EGL","2.55","1.98","2.55","2.55","2.55","2.55","0.00","2.55","0.00","1,000.00","2,550.00"
"04/04/2025","ETI","0.85","0.31","0.85","0.85","0.85","0.85","0.00","0.00","0.85","28,084.00","23,871.40"
